caso_id,tipo,vp_base,vp_new,lfr_base,lfr_new,n_jueces_new,firma_new
344_p1149,REGRESION,unanime,sin_firma,44642,44614,0,
344_p1151,lfr_cambio,mixed,mixed,46985,46859,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p116,lfr_cambio,unanime,unanime,5065,5059,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1219,lfr_cambio,unanime,unanime,47732,47753,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1232,REGRESION,unanime,sin_firma,47915,47802,0,
344_p1252,lfr_cambio,unanime,unanime,48600,48599,2,Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo
344_p1259,lfr_cambio,unanime,unanime,100,102,4,Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Ho
344_p126,lfr_cambio,unanime,unanime,5606,5060,4,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1266,lfr_cambio,unanime,unanime,475,467,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1270,lfr_cambio,segun_su_voto,segun_su_voto,984,1015,5,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco – Juan 
344_p1315,cambio_vp,disidencia,unanime,2363,2347,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1335,lfr_cambio,unanime,unanime,3075,3071,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1336,lfr_cambio,segun_su_voto,segun_su_voto,3776,3660,4,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco – Juan 
344_p1353,lfr_cambio,disidencia,disidencia,3900,3921,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p1360,lfr_cambio,unanime,unanime,4075,4068,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1374,lfr_cambio,unanime,unanime,5109,5105,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1444,lfr_cambio,unanime,unanime,7582,7568,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco –
344_p1451,lfr_cambio,unanime,unanime,7838,7578,1,Carlos Fernando Rosenkrantz.
344_p1458,lfr_cambio,unanime,unanime,8067,7838,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1481,lfr_cambio,disidencia,disidencia,9336,9356,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1497,lfr_cambio,unanime,unanime,9390,9328,2,Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p1507,lfr_cambio,unanime,unanime,9769,9766,2,Elena I. Highton de Nolasco – Ricardo Luis Lorenzetti – Horacio
344_p1509,lfr_cambio,unanime,unanime,10839,9766,2,Elena I. Highton de Nolasco – Ricardo Luis Lorenzetti – Horacio
344_p163,lfr_cambio,unanime,unanime,6738,6733,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1635,cambio_vp,disidencia,unanime,15009,14988,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1642,lfr_cambio,disidencia,disidencia,15576,15395,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p1657,lfr_cambio,disidencia,disidencia,16297,16024,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1675,lfr_cambio,disidencia,disidencia,16686,16666,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco (en disidencia)– Juan 
344_p1685,lfr_cambio,disidencia,disidencia,17099,17078,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p169,REGRESION,unanime,sin_firma,6931,6916,0,
344_p1695,lfr_cambio,disidencia,disidencia,17327,17348,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco – Juan 
344_p1701,lfr_cambio,unanime,unanime,17403,17424,4,Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Ho
344_p1711,lfr_cambio,unanime,unanime,17914,17907,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1769,lfr_cambio,disidencia,disidencia,20523,20546,4,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Ho
344_p1810,lfr_cambio,unanime,unanime,22304,22331,3,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Horacio Rosatti.
344_p1843,lfr_cambio,unanime,unanime,22898,22890,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p1845,lfr_cambio,unanime,unanime,23381,22891,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1899,lfr_cambio,unanime,unanime,25163,25177,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1902,lfr_cambio,unanime,unanime,25223,25240,3,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p1911,lfr_cambio,unanime,unanime,25619,25615,3,Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Horacio Rosatti.
344_p1920,lfr_cambio,unanime,unanime,26115,26131,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p1930,lfr_cambio,unanime,unanime,26420,26415,2,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis
344_p2002,lfr_cambio,disidencia,disidencia,29356,29389,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2011,lfr_cambio,unanime,unanime,29501,29525,3,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p2015,lfr_cambio,unanime,unanime,29690,29710,3,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p2026,lfr_cambio,unanime,unanime,30022,29906,4,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Ho
344_p2080,lfr_cambio,disidencia,disidencia,32262,32241,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p2086,lfr_cambio,mixed,mixed,32743,32661,5,Carlos Fernando Rosenkrantz (en disidencia parcial)– Elena I. Highton de Nolasco
344_p2098,lfr_cambio,disidencia,disidencia,32958,32992,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p21,lfr_cambio,unanime,unanime,1977,1973,2,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis
344_p2104,lfr_cambio,unanime,unanime,33142,33171,4,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Ho
344_p215,lfr_cambio,unanime,unanime,8687,8694,4,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Ho
344_p2172,lfr_cambio,disidencia,disidencia,35664,35646,4,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco – Juan 
344_p223,lfr_cambio,segun_su_voto,segun_su_voto,9186,9163,4,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco – Juan 
344_p2307,lfr_cambio,unanime,unanime,42203,42197,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p233,REGRESION,disidencia,sin_firma,9627,9468,0,
344_p2339,lfr_cambio,segun_su_voto,segun_su_voto,43989,44003,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2383,REGRESION,unanime,sin_firma,44022,44003,0,
344_p2384,lfr_cambio,unanime,unanime,44373,44401,3,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p2393,lfr_cambio,unanime,unanime,44747,44774,4,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2402,lfr_cambio,unanime,unanime,44813,44743,4,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2404,lfr_cambio,unanime,unanime,45000,44808,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2428,lfr_cambio,unanime,unanime,45810,45804,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p244,lfr_cambio,unanime,unanime,9803,9823,3,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Horacio Rosatti.
344_p2459,REGRESION,unanime,sin_firma,47179,47160,0,
344_p2465,lfr_cambio,unanime,unanime,47320,47345,4,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2469,lfr_cambio,unanime,unanime,47389,47316,4,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2471,lfr_cambio,unanime,unanime,47818,47378,4,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2488,lfr_cambio,unanime,unanime,48512,48505,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p249,lfr_cambio,unanime,unanime,9877,9797,2,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Horacio
344_p251,lfr_cambio,unanime,unanime,10823,10842,4,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Ho
344_p2543,lfr_cambio,unanime,unanime,50834,50828,2,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis
344_p2581,lfr_cambio,mixed,mixed,52080,52057,4,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco (en dis
344_p2639,lfr_cambio,unanime,unanime,658,671,3,Horacio Rosatti – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p2659,lfr_cambio,unanime,unanime,1460,1479,3,Horacio Rosatti – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p2690,lfr_cambio,segun_su_voto,segun_su_voto,3934,3688,5,Horacio Rosatti (según su voto)– Carlos Fernando Rosenkrantz (según su voto)– Ju
344_p2728,lfr_cambio,segun_su_voto,segun_su_voto,4876,4577,5,Horacio Rosatti (según su voto)– Carlos Fernando Rosenkrantz – Juan Carlos Maque
344_p2765,lfr_cambio,unanime,unanime,5938,5932,3,Horacio Rosatti – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p277,lfr_cambio,segun_su_voto,segun_su_voto,11989,12018,4,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p2830,lfr_cambio,unanime,unanime,8134,8128,3,Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Elena I.
344_p2849,lfr_cambio,disidencia,disidencia,9038,8857,4,Horacio Rosatti (en disidencia)– Carlos Fernando Rosenkrantz – Juan Carlos Maque
344_p2858,lfr_cambio,mixed,mixed,9422,9394,5,Horacio Rosatti (en disidencia parcial)– Carlos Fernando Rosenkrantz (según su v
344_p2868,lfr_cambio,segun_su_voto,segun_su_voto,10759,10262,4,Horacio Rosatti (según su voto)– Carlos Fernando Rosenkrantz – Juan Carlos Maque
344_p2901,REGRESION,unanime,sin_firma,11592,10751,0,
344_p2949,lfr_cambio,unanime,unanime,12867,12866,3,Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Elena I.
344_p3078,lfr_cambio,unanime,unanime,18432,18423,2,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos
344_p3104,lfr_cambio,disidencia,disidencia,19918,19656,5,Horacio Rosatti – Carlos Fernando Rosenkrantz (en disidencia)– Juan Carlos Maque
344_p3156,lfr_cambio,unanime,unanime,22992,22984,3,Horacio Rosatti – Juan Carlos Maqueda – Elena I. Highton de
344_p316,lfr_cambio,unanime,unanime,12805,12830,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p3307,lfr_cambio,disidencia,disidencia,27722,27285,4,Horacio Rosatti (en disidencia)– Carlos Fernando Rosenkrantz – Juan Carlos Maque
344_p336,lfr_cambio,disidencia,disidencia,13509,13489,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p3368,lfr_cambio,segun_su_voto,segun_su_voto,29874,29892,3,Horacio Rosatti (según su voto)– Juan Carlos Maqueda – Elena I. Highton de Nolas
344_p3385,lfr_cambio,disidencia,disidencia,30224,30244,4,Horacio Rosatti – Carlos Fernando Rosenkrantz (en disidencia)– Juan Carlos Maque
344_p3413,lfr_cambio,unanime,unanime,31165,31161,2,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos
344_p3418,lfr_cambio,segun_su_voto,segun_su_voto,31687,31555,4,Horacio Rosatti – Carlos Fernando Rosenkrantz (según su voto)– Juan Carlos Maque
344_p3438,REGRESION,unanime,sin_firma,32102,32085,0,
344_p3451,lfr_cambio,unanime,unanime,32735,32725,2,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos
344_p3458,lfr_cambio,unanime,unanime,33148,33170,4,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Lu
344_p3469,REGRESION,unanime,sin_firma,33245,33234,0,
344_p3476,lfr_cambio,segun_su_voto,segun_su_voto,36077,36098,3,Horacio Rosatti – Carlos Fernando Rosenkrantz (según su voto)– Juan Carlos Maque
344_p3547,lfr_cambio,unanime,unanime,36381,36375,2,Horacio Rosatti – Carlos Fernando Rosenkrantz – Juan Carlos
344_p3573,lfr_cambio,disidencia,disidencia,37507,37539,4,Horacio Rosatti - Carlos Fernando Rosenkrantz (en disidencia)– Juan Carlos Maque
344_p3580,lfr_cambio,unanime,unanime,37705,37498,1,Carlos Fernando Rosenkrantz.
344_p3610,lfr_cambio,unanime,unanime,38742,38735,2,Horacio Rosatti - Carlos Fernando Rosenkrantz – Juan Carlos
344_p3624,lfr_cambio,unanime,unanime,39184,39177,2,Horacio Rosatti - Carlos Fernando Rosenkrantz – Juan Carlos
344_p3625,lfr_cambio,unanime,unanime,39617,39178,4,Horacio Rosatti - Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Lu
344_p3636,lfr_cambio,disidencia,disidencia,41398,40761,4,Horacio Rosatti - Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Lu
344_p3700,lfr_cambio,unanime,unanime,42260,42286,3,Horacio Rosatti - Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p3711,lfr_cambio,segun_su_voto,segun_su_voto,42774,42526,4,Horacio Rosatti (según su voto)- Carlos Fernando Rosenkrantz – Juan Carlos Maque
344_p3749,lfr_cambio,segun_su_voto,segun_su_voto,44343,44166,4,Horacio Rosatti (según su voto)- Carlos Fernando Rosenkrantz (según su voto)– Ju
344_p378,lfr_cambio,unanime,unanime,15128,15153,3,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p386,REGRESION,unanime,sin_firma,15313,15206,0,
344_p406,lfr_cambio,unanime,unanime,15986,15980,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p421,lfr_cambio,mixed,mixed,16814,16776,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p431,lfr_cambio,disidencia,disidencia,17196,17179,4,Carlos Fernando Rosenkrantz – Juan Carlos Maqueda – Ricardo Luis Lorenzetti – Ho
344_p441,lfr_cambio,unanime,unanime,19317,18580,1,Voto del Señor Ministro Doctor Don Horacio Rosatti Considerando: 1°) Que el Trib
344_p48,lfr_cambio,unanime,unanime,2320,2357,3,Elena I. Highton de Nolasco – Juan Carlos Maqueda – Ricardo Luis Lorenzetti.
344_p535,lfr_cambio,disidencia,disidencia,21292,21324,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p572,lfr_cambio,unanime,unanime,22425,22420,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p62,cambio_vp,disidencia,unanime,2641,2622,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p684,lfr_cambio,disidencia,disidencia,26806,26824,5,Carlos Fernando Rosenkrantz (en disidencia)– Elena I. Highton de Nolasco (en dis
344_p689,lfr_cambio,unanime,unanime,26902,26806,1,Elena I. Highton de Nolasco.
344_p692,lfr_cambio,unanime,unanime,27140,27144,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p701,lfr_cambio,unanime,unanime,27560,27574,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p721,lfr_cambio,unanime,unanime,28126,28121,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p724,lfr_cambio,unanime,unanime,28405,28122,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p731,lfr_cambio,segun_su_voto,segun_su_voto,28792,28770,4,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco – Juan 
344_p757,cambio_vp,unanime,segun_su_voto,29441,29401,3,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco (según su voto)– Ricar
344_p759,REGRESION,unanime,sin_firma,29841,29826,0,
344_p769,lfr_cambio,unanime,unanime,30103,29836,5,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan Carlos Maqueda 
344_p81,lfr_cambio,unanime,unanime,4097,4091,2,Carlos Fernando Rosenkrantz – Elena I. Highton de Nolasco – Juan
344_p936,lfr_cambio,segun_su_voto,segun_su_voto,38112,38132,4,Carlos Fernando Rosenkrantz (según su voto)– Elena I. Highton de Nolasco – Juan 
