caso_id_canonico,materia,materia_capa,materia_fuente
329_p3564,,no_aplica,tipo_entrada=sumario_editorial
329_p3568,laboral,capa1,regla:\bdel trabajo\b
329_p3577,laboral,capa1,regla:\bdel trabajo\b
329_p3584,,pendiente_capa2,sin_ancla
329_p3589,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p3593,civil_comercial,capa2,objeto(1)
329_p3600,,pendiente_capa2,sin_ancla
329_p3611,,pendiente_capa2,sin_ancla
329_p3616,tributario,capa2,parte(1)
329_p3617,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p3644,contencioso_administrativo,capa2,provincia:ca
329_p3649,,pendiente_capa2,sin_ancla
329_p3651,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p3659,civil_comercial,capa1,regla:\ben lo civil\b
329_p3666,penal,capa1,regla:penal economico
329_p3673,contencioso_administrativo,capa2,provincia:ca
329_p3680,penal,capa1,regla:casacion penal
329_p3749,,pendiente_capa2,sin_ancla
329_p3757,civil_comercial,capa1,regla:\ben lo comercial\b
329_p3761,civil_comercial,capa1,regla:\ben lo comercial\b
329_p3764,laboral,capa1,regla:\bdel trabajo\b
329_p3775,civil_comercial,capa1,regla:\ben lo civil\b
329_p3800,,pendiente_capa2,sin_ancla
329_p3806,,originaria,originaria
329_p3834,,originaria,originaria
329_p3839,,pendiente_capa2,sin_ancla
329_p3843,,pendiente_capa2,sin_ancla
329_p3846,civil_comercial,capa2,objeto(1)
329_p3848,previsional,capa1,regla:seguridad social
329_p3851,previsional,capa1,regla:seguridad social
329_p3855,previsional,capa1,regla:seguridad social
329_p3863,contencioso_administrativo,capa2,provincia:ca
329_p3869,,pendiente_capa2,sin_ancla
329_p3871,civil_comercial,capa1,regla:\ben lo civil\b
329_p3872,,originaria,originaria
329_p3879,contencioso_administrativo,capa2,provincia:ca
329_p3884,tributario,capa2,kw+norma:11683(2)
329_p3890,,originaria,originaria
329_p3894,civil_comercial,capa2,objeto(1)
329_p3905,,pendiente_capa2,sin_ancla
329_p3908,civil_comercial,capa2,kw+norma:24522(2)
329_p3910,civil_comercial,capa2,kw+norma:24522(2)
329_p3912,,pendiente_capa2,sin_ancla
329_p3914,previsional,capa2,parte(1)
329_p3917,,pendiente_capa2,sin_ancla
329_p3925,civil_comercial,capa2,objeto(1)
329_p3928,,pendiente_capa2,sin_ancla
329_p3931,civil_comercial,capa2,kw+norma:24522(2)
329_p3932,,pendiente_capa2,sin_ancla
329_p3935,,pendiente_capa2,sin_ancla
329_p3936,,pendiente_capa2,sin_ancla
329_p3940,ambiental,capa2,norma:24051(1)
329_p3942,,pendiente_capa2,sin_ancla
329_p3945,,pendiente_capa2,sin_ancla
329_p3948,penal,capa2,kw(1)
329_p3951,,pendiente_capa2,sin_ancla
329_p3954,,pendiente_capa2,sin_ancla
329_p3956,previsional,capa1,regla:seguridad social
329_p3966,civil_comercial,capa2,objeto(1)
329_p3979,,pendiente_capa2,sin_ancla
329_p3986,,pendiente_capa2,sin_ancla
329_p4007,tributario,capa2,coocur:tributario_disfrazado(desempate)
329_p4020,civil_comercial,capa1,regla:\ben lo comercial\b
329_p4026,,pendiente_capa2,sin_ancla
329_p4032,laboral,capa1,regla:\bdel trabajo\b
329_p4039,,pendiente_capa2,sin_ancla
329_p4044,civil_comercial,capa1,regla:\ben lo comercial\b
329_p4054,penal,capa1,regla:casacion penal
329_p4057,civil_comercial,capa1,regla:civil y comercial federal
329_p4058,,pendiente_capa2,sin_ancla
329_p4066,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4078,,pendiente_capa2,sin_ancla
329_p4083,penal,capa1,regla:casacion penal
329_p4087,penal,capa1,regla:penal economico
329_p4094,,pendiente_capa2,sin_ancla
329_p4096,civil_comercial,capa1,regla:\ben lo civil\b
329_p4097,,pendiente_capa2,sin_ancla
329_p4098,,pendiente_capa2,sin_ancla
329_p4099,,pendiente_capa2,sin_ancla
329_p4106,civil_comercial,capa1,regla:\ben lo civil\b
329_p4111,laboral,capa1,regla:\bdel trabajo\b
329_p4133,laboral,capa1,regla:\bdel trabajo\b
329_p4134,civil_comercial,capa1,regla:\ben lo comercial\b
329_p4135,,pendiente_capa2,sin_ancla
329_p4140,civil_comercial,capa1,regla:\ben lo civil\b
329_p4147,civil_comercial,capa2,objeto(1)
329_p4148,contencioso_administrativo,capa2,provincia:ca
329_p4150,,originaria,originaria
329_p4158,,originaria,originaria
329_p4161,tributario,capa2,norma:23548(1)
329_p4168,contencioso_administrativo,capa2,provincia:ca
329_p4170,contencioso_administrativo,capa2,provincia:ca
329_p4172,,originaria,originaria
329_p4176,,originaria,originaria
329_p4178,,originaria,originaria
329_p4181,,pendiente_capa2,sin_ancla
329_p4184,,pendiente_capa2,sin_ancla
329_p4187,tributario,capa2,parte(1)
329_p4190,,pendiente_capa2,sin_ancla
329_p4194,,pendiente_capa2,sin_ancla
329_p4196,,pendiente_capa2,sin_ancla
329_p4199,penal,capa2,kw(1)
329_p4201,,pendiente_capa2,sin_ancla
329_p4203,previsional,capa1,regla:seguridad social
329_p4206,previsional,capa1,regla:seguridad social
329_p4213,contencioso_administrativo,capa2,provincia:ca
329_p4228,previsional,capa1,regla:seguridad social
329_p4233,tributario,capa2,parte(1)
329_p4234,,pendiente_capa2,sin_ancla
329_p4241,,pendiente_capa2,sin_ancla
329_p4242,civil_comercial,capa1,regla:\ben lo civil\b
329_p4243,,pendiente_capa2,sin_ancla
329_p4245,penal,capa1,regla:casacion penal
329_p4248,penal,capa1,regla:casacion penal
329_p4255,,originaria,originaria
329_p4259,,originaria,originaria
329_p4263,contencioso_administrativo,capa2,provincia:ca
329_p4266,,originaria,originaria
329_p4271,previsional,capa1,regla:seguridad social
329_p4273,laboral,capa1,regla:\bdel trabajo\b
329_p4279,,pendiente_capa2,sin_ancla
329_p4282,civil_comercial,capa1,regla:\ben lo civil\b
329_p4284,penal,capa1,regla:casacion penal
329_p4289,civil_comercial,capa1,regla:\ben lo comercial\b
329_p4306,,pendiente_capa2,sin_ancla
329_p4309,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4334,,pendiente_capa2,sin_ancla
329_p4337,,pendiente_capa2,sin_ancla
329_p4339,penal,capa2,kw(1)
329_p4342,,pendiente_capa2,sin_ancla
329_p4345,,pendiente_capa2,sin_ancla
329_p4347,,pendiente_capa2,sin_ancla
329_p4349,previsional,capa1,regla:seguridad social
329_p4352,civil_comercial,capa1,regla:\ben lo comercial\b
329_p4355,civil_comercial,capa1,regla:\ben lo civil\b
329_p4356,,pendiente_capa2,sin_ancla
329_p4360,,pendiente_capa2,sin_ancla
329_p4369,,pendiente_capa2,sin_ancla
329_p4370,contencioso_administrativo,capa2,provincia:ca
329_p4372,contencioso_administrativo,capa2,provincia:ca
329_p4375,,originaria,originaria
329_p4379,contencioso_administrativo,capa2,provincia:ca
329_p4383,contencioso_administrativo,capa2,provincia:ca
329_p4385,,originaria,originaria
329_p4390,,originaria,originaria
329_p4394,contencioso_administrativo,capa2,provincia:ca
329_p4396,,originaria,originaria
329_p4403,consumo,capa2,norma:24240(1)
329_p4406,,pendiente_capa2,sin_ancla
329_p4409,,pendiente_capa2,sin_ancla
329_p4412,civil_comercial,capa2,kw(1)
329_p4414,,pendiente_capa2,sin_ancla
329_p4416,,pendiente_capa2,sin_ancla
329_p4418,,pendiente_capa2,sin_ancla
329_p4419,,pendiente_capa2,sin_ancla
329_p4422,previsional,capa1,regla:seguridad social
329_p4425,,pendiente_capa2,sin_ancla
329_p4426,penal,capa2,objeto(1)
329_p4430,contencioso_administrativo,capa2,objeto(1)
329_p4438,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4446,penal,capa1,regla:casacion penal
329_p4447,contencioso_administrativo,capa2,provincia:ca
329_p4449,,originaria,originaria
329_p4462,contencioso_administrativo,capa2,provincia:ca
329_p4464,contencioso_administrativo,capa2,provincia:ca
329_p4470,,originaria,originaria
329_p4476,,originaria,originaria
329_p4478,,pendiente_capa2,sin_ancla
329_p4481,,pendiente_capa2,sin_ancla
329_p4484,,pendiente_capa2,sin_ancla
329_p4486,,pendiente_capa2,sin_ancla
329_p4490,,pendiente_capa2,sin_ancla
329_p4493,,pendiente_capa2,sin_ancla
329_p4496,,pendiente_capa2,sin_ancla
329_p4500,,pendiente_capa2,sin_ancla
329_p4503,previsional,capa1,regla:seguridad social
329_p4506,civil_comercial,capa2,kw+norma:24522(2)
329_p4524,laboral,capa1,regla:\bdel trabajo\b
329_p4531,,pendiente_capa2,sin_ancla
329_p4535,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4542,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4566,contencioso_administrativo,capa2,objeto(1)
329_p4570,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4577,,pendiente_capa2,sin_ancla
329_p4584,civil_comercial,capa1,regla:\ben lo civil\b
329_p4590,tributario,capa2,parte(1)
329_p4592,,pendiente_capa2,sin_ancla
329_p4593,,pendiente_capa2,sin_ancla
329_p4622,tributario,capa2,objeto(1)
329_p4628,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4634,penal,capa1,regla:criminal y correccional
329_p4645,,pendiente_capa2,sin_ancla
329_p4652,previsional,capa2,parte(1)
329_p4659,laboral,capa1,regla:\bdel trabajo\b
329_p4663,penal,capa1,regla:casacion penal
329_p4667,contencioso_administrativo,capa2,provincia:ca
329_p4672,,pendiente_capa2,sin_ancla
329_p4677,contencioso_administrativo,capa2,provincia:ca
329_p4682,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4688,penal,capa2,kw(1)
329_p4715,civil_comercial,capa1,regla:\ben lo civil\b
329_p4717,penal,capa1,regla:criminal y correccional
329_p4729,penal,capa1,regla:criminal y correccional
329_p4730,penal,capa1,regla:penal economico
329_p4741,,pendiente_capa2,sin_ancla
329_p4755,contencioso_administrativo,capa2,provincia:ca
329_p4762,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4769,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p4770,penal,capa1,regla:casacion penal
329_p4775,civil_comercial,capa1,regla:\ben lo civil\b
329_p4781,civil_comercial,capa1,regla:\ben lo civil\b
329_p4783,,pendiente_capa2,sin_ancla
329_p4789,,originaria,originaria
329_p4804,contencioso_administrativo,capa2,provincia:ca
329_p4808,contencioso_administrativo,capa2,provincia:ca
329_p4811,,originaria,originaria
329_p4815,contencioso_administrativo,capa2,provincia:ca
329_p4817,contencioso_administrativo,capa2,provincia:ca
329_p4822,,originaria,originaria
329_p4826,contencioso_administrativo,capa2,provincia:ca
329_p4829,,originaria,originaria
329_p4840,,pendiente_capa2,sin_ancla
329_p4843,cambiario,capa2,parte(1)
329_p4845,contencioso_administrativo,capa2,provincia:ca
329_p4848,,pendiente_capa2,sin_ancla
329_p4851,,originaria,originaria
329_p4855,,pendiente_capa2,sin_ancla
329_p4857,previsional,capa1,regla:seguridad social
329_p4860,previsional,capa1,regla:seguridad social
329_p4862,previsional,capa1,regla:seguridad social
329_p4865,previsional,capa1,regla:seguridad social
329_p4870,previsional,capa1,regla:seguridad social
329_p4873,previsional,capa1,regla:seguridad social
329_p4877,previsional,capa1,regla:seguridad social
329_p4891,penal,capa2,kw+objeto(2)
329_p4901,penal,capa2,objeto(1)
329_p4902,contencioso_administrativo,capa2,provincia:ca
329_p4907,penal,capa2,objeto(1)
329_p4918,civil_comercial,capa1,regla:civil y comercial federal
329_p4925,,pendiente_capa2,sin_ancla
329_p4928,,pendiente_capa2,sin_ancla
329_p4931,penal,capa2,objeto(1)
329_p4944,consumo,capa2,kw+norma:24240(2)
329_p4979,civil_comercial,capa2,objeto(1)
329_p4981,,pendiente_capa2,sin_ancla
329_p4983,,pendiente_capa2,sin_ancla
329_p4986,,pendiente_capa2,sin_ancla
329_p4988,,pendiente_capa2,sin_ancla
329_p4990,,pendiente_capa2,sin_ancla
329_p4993,civil_comercial,capa2,norma:17418(1)
329_p4995,,pendiente_capa2,sin_ancla
329_p4998,penal,capa2,kw(1)
329_p5001,,pendiente_capa2,sin_ancla
329_p5004,previsional,capa1,regla:seguridad social
329_p5007,previsional,capa1,regla:seguridad social
329_p5010,previsional,capa1,regla:seguridad social
329_p5015,previsional,capa1,regla:seguridad social
329_p5019,previsional,capa1,regla:seguridad social
329_p5023,previsional,capa1,regla:seguridad social
329_p5027,penal,capa2,norma:24767+objeto(2)
329_p5033,civil_comercial,capa2,objeto(1)
329_p5044,laboral,capa1,regla:\bdel trabajo\b
329_p5051,civil_comercial,capa1,regla:\ben lo civil\b
329_p5064,civil_comercial,capa1,regla:\ben lo comercial\b
329_p5068,tributario,capa2,kw+parte(2)
329_p5074,civil_comercial,capa1,regla:\ben lo civil\b
329_p5078,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p5085,civil_comercial,capa1,regla:\ben lo comercial\b
329_p5089,penal,capa2,objeto(1)
329_p5091,penal,capa1,regla:casacion penal
329_p5094,civil_comercial,capa1,regla:\ben lo comercial\b
329_p5098,contencioso_administrativo,capa2,provincia:ca
329_p5103,,pendiente_capa2,sin_ancla
329_p5108,,pendiente_capa2,sin_ancla
329_p5115,penal,capa2,objeto(1)
329_p5123,civil_comercial,capa2,kw+norma:24522+objeto(3)
329_p5136,civil_comercial,capa1,regla:\ben lo comercial\b
329_p5138,,pendiente_capa2,sin_ancla
329_p5139,civil_comercial,capa2,norma:24901(1)
329_p5148,civil_comercial,capa1,regla:civil y comercial federal
329_p5151,,originaria,originaria
329_p5157,contencioso_administrativo,capa2,provincia:ca
329_p5160,,originaria,originaria
329_p5169,,originaria,originaria
329_p5172,contencioso_administrativo,capa2,provincia:ca
329_p5175,contencioso_administrativo,capa2,norma:23349(1)
329_p5178,,originaria,originaria
329_p5184,contencioso_administrativo,capa2,provincia:ca
329_p5187,civil_comercial,capa2,kw(1)
329_p5190,,pendiente_capa2,sin_ancla
329_p5192,penal,capa2,kw(1)
329_p5195,previsional,capa1,regla:seguridad social
329_p5198,civil_comercial,capa1,regla:civil y comercial federal
329_p5203,,pendiente_capa2,sin_ancla
329_p5210,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
329_p5227,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p5234,civil_comercial,capa1,regla:\ben lo comercial\b
329_p5239,,pendiente_capa2,sin_ancla
329_p5259,,pendiente_capa2,sin_ancla
329_p5261,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p5265,,pendiente_capa2,sin_ancla
329_p5266,civil_comercial,capa1,regla:\ben lo civil\b
329_p5310,,pendiente_capa2,sin_ancla
329_p5316,,pendiente_capa2,sin_ancla
329_p5317,,pendiente_capa2,sin_ancla
329_p5319,,pendiente_capa2,sin_ancla
329_p5323,penal,capa1,regla:casacion penal
329_p5332,,pendiente_capa2,sin_ancla
329_p5333,,originaria,originaria
329_p5336,,originaria,originaria
329_p5343,contencioso_administrativo,capa2,provincia:ca
329_p5346,,originaria,originaria
329_p5352,,originaria,originaria
329_p5354,civil_comercial,capa2,kw+norma:24522(2)
329_p5358,,pendiente_capa2,sin_ancla
329_p5361,consumo,capa2,kw(1)
329_p5364,,pendiente_capa2,sin_ancla
329_p5366,previsional,capa1,regla:seguridad social
329_p5368,,pendiente_capa2,sin_ancla
329_p5375,,pendiente_capa2,sin_ancla
329_p5377,,pendiente_capa2,sin_ancla
329_p5382,civil_comercial,capa1,regla:civil y comercial federal
329_p5410,penal,capa1,regla:penal economico
329_p5424,penal,capa2,kw(1)
329_p5438,civil_comercial,capa1,regla:\ben lo civil\b
329_p5446,civil_comercial,capa1,regla:civil y comercial federal
329_p5448,contencioso_administrativo,capa2,provincia:ca
329_p5454,laboral,capa1,regla:\bdel trabajo\b
329_p5460,,pendiente_capa2,sin_ancla
329_p5467,civil_comercial,capa1,regla:\ben lo comercial\b
329_p5491,civil_comercial,capa1,regla:\ben lo civil\b
329_p5493,,pendiente_capa2,sin_ancla
329_p5496,,originaria,originaria
329_p5498,contencioso_administrativo,capa2,provincia:ca
329_p5502,tributario,capa2,norma:11683(1)
329_p5505,civil_comercial,capa2,norma:24522(1)
329_p5510,penal,capa2,kw(1)
329_p5512,,pendiente_capa2,sin_ancla
329_p5514,previsional,capa1,regla:seguridad social
329_p5518,previsional,capa1,regla:seguridad social
329_p5520,contencioso_administrativo,capa2,objeto(1)
329_p5525,previsional,capa1,regla:seguridad social
329_p5528,previsional,capa1,regla:seguridad social
329_p5531,contencioso_administrativo,capa2,provincia:ca
329_p5534,previsional,capa1,regla:seguridad social
329_p5543,,originaria,originaria
329_p5550,penal,capa2,objeto(1)
329_p5552,,pendiente_capa2,sin_ancla
329_p5555,,pendiente_capa2,sin_ancla
329_p5556,penal,capa1,regla:oral en lo criminal
329_p5567,,pendiente_capa2,sin_ancla
329_p5575,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p5578,,pendiente_capa2,sin_ancla
329_p5579,laboral,capa1,regla:\bdel trabajo\b
329_p5581,civil_comercial,capa1,regla:civil y comercial federal
329_p5586,,pendiente_capa2,sin_ancla
329_p5590,penal,capa1,regla:criminal y correccional
329_p5594,contencioso_administrativo,capa2,provincia:ca
329_p5600,,pendiente_capa2,conflicto_capa2:civil_comercial/penal
329_p5605,penal,capa2,objeto(1)
329_p5607,,pendiente_capa2,sin_ancla
329_p5611,civil_comercial,capa1,regla:\ben lo civil\b
329_p5613,civil_comercial,capa1,regla:civil y comercial federal
329_p5614,tributario,capa2,parte(1)
329_p5615,contencioso_administrativo,capa2,provincia:ca
329_p5619,penal,capa1,regla:casacion penal
329_p5621,,pendiente_capa2,sin_ancla
329_p5628,penal,capa2,kw+objeto(2)
329_p5648,,pendiente_capa2,sin_ancla
329_p5655,,pendiente_capa2,sin_ancla
329_p5658,,originaria,originaria
329_p5661,,originaria,originaria
329_p5666,,originaria,originaria
329_p5670,,originaria,originaria
329_p5675,,originaria,originaria
329_p5681,,pendiente_capa2,sin_ancla
329_p5683,,pendiente_capa2,sin_ancla
329_p5686,penal,capa2,kw+norma:23737(2)
329_p5689,penal,capa2,objeto(1)
329_p5691,,pendiente_capa2,sin_ancla
329_p5694,,pendiente_capa2,sin_ancla
329_p5697,,pendiente_capa2,sin_ancla
329_p5699,,pendiente_capa2,sin_ancla
329_p5702,ambiental,capa2,norma:25675(1)
329_p5705,,pendiente_capa2,sin_ancla
329_p5707,,pendiente_capa2,sin_ancla
329_p5709,,pendiente_capa2,sin_ancla
329_p5711,,pendiente_capa2,sin_ancla
329_p5713,,pendiente_capa2,sin_ancla
329_p5716,,pendiente_capa2,sin_ancla
329_p5718,,pendiente_capa2,sin_ancla
329_p5720,penal,capa2,kw(1)
329_p5722,,pendiente_capa2,sin_ancla
329_p5724,penal,capa2,kw(1)
329_p5726,civil_comercial,capa2,kw+norma:24522(2)
329_p5728,,pendiente_capa2,sin_ancla
329_p5731,previsional,capa1,regla:seguridad social
329_p5734,previsional,capa1,regla:seguridad social
329_p5737,previsional,capa1,regla:seguridad social
329_p5741,,pendiente_capa2,sin_ancla
329_p5745,,pendiente_capa2,sin_ancla
329_p5749,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p5755,laboral,capa1,regla:\bdel trabajo\b
329_p5762,penal,capa1,regla:casacion penal
329_p5769,previsional,capa1,regla:seguridad social
329_p5776,penal,capa1,regla:casacion penal
329_p5778,contencioso_administrativo,capa1,regla:contencioso administrativo
329_p5789,laboral,capa1,regla:\bdel trabajo\b
329_p5791,contencioso_administrativo,capa2,provincia:ca
329_p5793,contencioso_administrativo,capa2,provincia:ca
329_p5798,,originaria,originaria
329_p5809,,originaria,originaria
329_p5814,,originaria,originaria
