caso_id_canonico,disposicion,reenvia,parte_ganadora,via_recurso,multi_recurso,es_revision_fondo,admisibilidad,causa_inadmisibilidad,es_queja
333_p2251,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
333_p2261,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
333_p2271,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
333_p2296,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
333_p2306,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
333_p2335,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
333_p2338,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
333_p2344,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
333_p2353,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
333_p2367,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
333_p2396,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
333_p2410,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
333_p2420,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
333_p2426,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
333_p2435,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
333_p2439,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
333_p2445,no_fondo,no,no_aplica,recurso_extraordinario,si,no,inadmite,ART_280,1
334_p5,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p9,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p13,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p30,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p35,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p38,no_fondo,no,no_aplica,,no,no,admite,,1
334_p44,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p53,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p62,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p95,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
334_p109,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
334_p120,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p128,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p139,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
334_p144,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,0
334_p156,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p173,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p178,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p187,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p196,deja_sin_efecto,no,recurrente_gana,,no,si,admite,,0
334_p198,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p210,confirma,no,recurrente_pierde,recurso_ordinario,si,si,admite,,0
334_p214,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,si,si,admite,,1
334_p223,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p229,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
334_p236,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p240,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p249,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p256,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,ACORDADA_4_2007,0
334_p259,no_fondo,no,no_aplica,recurso_extraordinario,si,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
334_p275,confirma,no,recurrente_pierde,recurso_extraordinario,si,si,admite,,0
334_p287,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p295,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p304,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p312,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,admite,,1
334_p324,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
334_p343,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p349,deja_sin_efecto,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
334_p357,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p362,revoca,no,recurrente_gana,,no,si,admite,,0
334_p365,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p376,no_revision_demanda,no,no_aplica,,no,no,sin_marcador,,0
334_p396,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
334_p398,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p405,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p417,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
334_p419,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,1
334_p427,revoca,no,recurrente_gana,,no,si,admite,,1
334_p434,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p445,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
334_p454,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p458,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p463,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p468,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
334_p471,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
334_p474,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p476,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
334_p485,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p490,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p502,revoca,no,recurrente_gana,,no,si,admite,,0
334_p509,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p516,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p541,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
334_p552,revoca,si,recurrente_gana,recurso_extraordinario,no,si,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
334_p559,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p565,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p573,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p582,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p591,revoca,no,recurrente_gana,recurso_extraordinario,no,si,inadmite,ART_280,1
334_p592,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
334_p596,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
334_p626,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
334_p666,revoca,no,recurrente_gana,,no,si,admite,,0
334_p681,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,1
334_p690,revoca,si,recurrente_gana,recurso_extraordinario,si,si,admite,,0
334_p698,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p715,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p725,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p736,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p742,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p749,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p754,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
334_p757,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
334_p760,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p763,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p768,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p778,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p784,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p796,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
334_p799,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p829,no_fondo,no,no_aplica,recurso_extraordinario,no,no,admite,,0
334_p837,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p842,no_fondo,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
334_p847,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p852,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p858,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p864,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
334_p871,no_fondo,no,no_aplica,,no,no,admite,,1
334_p875,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p885,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p891,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p896,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
334_p900,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
334_p902,no_fondo,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
334_p913,confirma,no,recurrente_pierde,recurso_extraordinario,si,si,admite,,0
334_p934,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p941,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p950,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p959,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
334_p965,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p970,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p972,confirma,no,recurrente_pierde,recurso_extraordinario,si,si,admite,,0
334_p983,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p988,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p996,no_revision_demanda,no,no_aplica,,no,no,admite,,0
334_p1002,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1010,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1018,revoca,no,recurrente_gana,recurso_ordinario,si,si,admite,,0
334_p1027,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p1033,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
334_p1036,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1041,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
334_p1043,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
334_p1047,no_fondo,no,no_aplica,recurso_ordinario,si,no,sin_marcador,,0
334_p1054,no_revision_procesal,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
334_p1063,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
334_p1070,no_revision_competencia,no,no_aplica,,no,no,no_aplica,,0
334_p1074,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p1081,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1092,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
334_p1099,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1101,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1106,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p1113,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p1123,grant_remand_implicito,si,recurrente_gana,recurso_extraordinario,no,no,admite,,1
334_p1133,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1139,nulidad,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1143,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p1162,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p1172,revoca,si,recurrente_gana,recurso_ordinario,no,si,admite,,0
334_p1182,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p1187,no_fondo,no,no_aplica,,no,no,inadmite,CUESTION_ABSTRACTA,0
334_p1193,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
334_p1198,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1204,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1216,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1231,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
334_p1237,revoca,no,recurrente_gana,,no,si,admite,,0
334_p1239,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
334_p1241,revoca,si,recurrente_gana,recurso_extraordinario,si,si,admite,,0
334_p1264,no_fondo,no,no_aplica,recurso_extraordinario,no,no,admite,,0
334_p1272,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,1
334_p1276,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1287,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1302,confirma,no,recurrente_pierde,recurso_ordinario,si,si,admite,,0
334_p1327,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
334_p1342,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p1346,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
334_p1361,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
334_p1372,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1382,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
334_p1387,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1406,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1412,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1426,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p1431,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p1437,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1445,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1458,nulidad,no,recurrente_gana,,no,si,admite,,0
334_p1461,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
334_p1472,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
334_p1489,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1504,deja_sin_efecto,no,recurrente_gana,,no,si,admite,,0
334_p1580,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
334_p1609,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p1614,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
334_p1622,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1626,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
334_p1640,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p1644,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1659,confirma,no,recurrente_pierde,,no,si,admite,,0
334_p1673,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,si,si,admite,,1
334_p1691,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,si,si,admite,,1
334_p1703,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p1714,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1722,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1754,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,no_aplica,,0
334_p1768,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,1
334_p1791,nulidad,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
334_p1795,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1804,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1808,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
334_p1815,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1821,no_revision_demanda,no,no_aplica,,no,no,sin_marcador,,0
334_p1842,revoca,no,recurrente_gana,recurso_extraordinario,no,no,admite,,1
334_p1848,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1854,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
334_p1861,no_fondo,no,no_aplica,,no,no,no_aplica,,0
334_p1869,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1876,no_revision_procesal,no,no_aplica,recurso_ordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,0
334_p1882,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
334_p1897,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
334_p1903,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
334_p1909,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
334_p1920,revoca,no,recurrente_gana,,no,si,admite,,0
337_p23,no_fondo,no,no_aplica,,no,no,no_aplica,,0
337_p37,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p45,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
337_p47,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p58,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
337_p62,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p70,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p77,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p88,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p97,nulidad,no,recurrente_gana,,no,si,admite,,0
337_p112,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p119,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
337_p123,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
337_p133,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
337_p149,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p154,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
337_p166,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
337_p179,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p191,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p196,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p205,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p222,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p234,no_revision_demanda,no,no_aplica,,no,no,sin_marcador,,0
337_p256,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p291,no_fondo,no,no_aplica,recurso_extraordinario,si,no,sin_marcador,,1
337_p307,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,ART_280,1
337_p315,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p329,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p339,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p346,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p354,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p365,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p373,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,1
337_p388,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p448,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
337_p469,no_revision_procesal,no,no_aplica,,no,no,sin_marcador,,0
337_p471,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p481,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p486,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
337_p492,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p505,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p518,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
337_p530,no_fondo,no,no_aplica,,no,no,sin_marcador,,0
337_p542,no_revision_procesal,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,1
337_p548,no_revision_demanda,no,no_aplica,recurso_ordinario,no,no,sin_marcador,,0
337_p567,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p574,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p580,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p590,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
337_p611,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p627,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
337_p637,no_revision_procesal,no,no_aplica,,no,no,inadmite,ART_280,1
337_p647,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
337_p654,revoca,no,recurrente_gana,recurso_extraordinario,no,no,admite,,0
337_p659,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p675,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p681,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,FALTA_SENTENCIA_DEFINITIVA,1
337_p692,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
337_p703,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
337_p712,no_revision_demanda,no,no_aplica,,no,no,sin_marcador,,0
337_p731,no_fondo,no,no_aplica,,no,no,inadmite,INADMISIBLE_REMITE_DICTAMEN,0
337_p735,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
337_p740,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,1
337_p748,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p753,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p762,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p771,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p790,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p813,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
337_p822,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
337_p843,no_revision_competencia,no,no_aplica,,no,no,sin_marcador,,0
337_p850,revoca,no,recurrente_gana,recurso_ordinario,si,si,admite,,1
337_p858,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
337_p877,revoca,no,recurrente_gana,recurso_extraordinario,si,si,admite,,0
337_p901,no_fondo,no,no_aplica,recurso_extraordinario,si,no,admite,,0
337_p921,no_fondo,no,no_aplica,recurso_extraordinario,no,no,sin_marcador,,1
337_p939,revoca,no,recurrente_gana,recurso_ordinario,no,si,admite,,0
337_p948,revoca,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p966,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,0
337_p993,confirma,no,recurrente_pierde,recurso_extraordinario,no,si,admite,,1
337_p1006,revoca,si,recurrente_gana,recurso_extraordinario,si,si,admite,,0
337_p1013,no_revision_procesal,no,no_aplica,recurso_ordinario,si,no,inadmite,INADMISIBLE_SIN_CAUSAL_EXPLICITA,0
337_p1024,no_revision_procesal,no,no_aplica,recurso_extraordinario,no,no,admite,,1
337_p1037,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p1042,no_fondo,no,no_aplica,recurso_extraordinario,no,no,admite,,0
337_p1052,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p1067,no_revision_demanda,no,no_aplica,,no,no,no_aplica,,0
337_p1081,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p1095,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p1102,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p1108,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p1117,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p1136,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p1142,confirma,no,recurrente_pierde,recurso_ordinario,no,si,admite,,0
337_p1152,no_fondo,no,no_aplica,recurso_extraordinario,no,no,inadmite,CUESTION_ABSTRACTA,1
337_p1174,no_revision_demanda,no,no_aplica,recurso_extraordinario,si,no,sin_marcador,,0
337_p1217,confirma,no,recurrente_pierde,,no,si,admite,,0
337_p1234,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p1245,no_fondo,no,no_aplica,,no,no,no_aplica,,0
337_p1252,deja_sin_efecto,no,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p1254,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p1263,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,1
337_p1277,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p1289,deja_sin_efecto,si,recurrente_gana,recurso_extraordinario,no,si,admite,,0
337_p1307,revoca,no,recurrente_gana,recurso_extraordinario,no,si,admite,,0
