voto_id,caso_id_canonico,juez,marco,origen_b,doble_cod,parser_posicion,parser_tipo_voto_sep,parser_fragmenta_ratio,parser_punto_divergencia
341_p600::2,341_p600,Maqueda,A,,0,mayoria,,,
341_p662::0,341_p662,Lorenzetti,A,,0,mayoria,,,
341_p662::1,341_p662,Highton de Nolasco,A,,0,mayoria,,,
341_p662::2,341_p662,Maqueda,A,,0,mayoria,,,
341_p662::3,341_p662,Rosatti,A,,0,mayoria,,,
341_p662::4,341_p662,Rosenkrantz,A,,0,mayoria,,,
341_p721::0,341_p721,Lorenzetti,A,,0,mayoria,,,
341_p721::1,341_p721,Highton de Nolasco,A,,0,mayoria,,,
341_p721::2,341_p721,Maqueda,A,,0,mayoria,,,
341_p721::3,341_p721,Rosatti,A,,0,mayoria,,,
341_p721::4,341_p721,Rosenkrantz,A,,0,mayoria,,,
341_p739::0,341_p739,Lorenzetti,A,,0,mayoria,,,
341_p739::1,341_p739,Highton de Nolasco,A,,0,mayoria,,,
341_p739::2,341_p739,Maqueda,A,,0,mayoria,,,
341_p739::3,341_p739,Rosatti,A,,0,mayoria,,,
341_p739::4,341_p739,Rosenkrantz,A,,0,mayoria,,,
341_p876::0,341_p876,Lorenzetti,A,,0,mayoria,,,
341_p876::1,341_p876,Highton de Nolasco,A,,0,mayoria,,,
341_p876::2,341_p876,Maqueda,A,,0,mayoria,,,
341_p876::3,341_p876,Rosatti,A,,0,mayoria,,,
341_p876::4,341_p876,Rosenkrantz,A,,0,mayoria,,,
342_p1017::0,342_p1017,Rosenkrantz,A,,0,mayoria,,,
342_p1017::1,342_p1017,Highton de Nolasco,A,,0,mayoria,,,
342_p1017::2,342_p1017,Maqueda,A,,0,según su voto,indeterminado,False,
342_p1017::3,342_p1017,Rosatti,A,,0,en disidencia,B,False,
342_p1198::0,342_p1198,Rosenkrantz,B,,0,mayoria,,,
342_p1198::1,342_p1198,Highton de Nolasco,B,,0,mayoria,,,
342_p1198::2,342_p1198,Maqueda,B,,0,en disidencia,,,
342_p1198::3,342_p1198,Lorenzetti,B,,0,en disidencia,indeterminado,False,
342_p1198::4,342_p1198,Rosatti,B,tipo_voto_sep=E|fragmenta_ratio=parcial|punto_divergencia=dispositivo,0,según su voto,E,parcial,dispositivo
342_p1313::0,342_p1313,Rosenkrantz,A,,0,mayoria,,,
342_p1313::1,342_p1313,Highton de Nolasco,A,,0,mayoria,,,
342_p1313::2,342_p1313,Lorenzetti,A,,0,mayoria,,,
342_p1313::3,342_p1313,Rosatti,A,,0,mayoria,,,
342_p1358::0,342_p1358,Rosenkrantz,A,,0,mayoria,,,
342_p1358::1,342_p1358,Highton de Nolasco,A,,0,mayoria,,,
342_p1358::2,342_p1358,Lorenzetti,A,,0,mayoria,,,
342_p1393::0,342_p1393,Rosenkrantz,A,,0,en disidencia,indeterminado,False,
342_p1393::1,342_p1393,Highton de Nolasco,A,,0,según su voto,A,False,
342_p1393::2,342_p1393,Maqueda,A,,0,mayoria,,,
342_p1393::3,342_p1393,Rosatti,A,,0,mayoria,,,
342_p1412::0,342_p1412,Rosenkrantz,B,,0,mayoria,,,
342_p1412::1,342_p1412,Highton de Nolasco,B,posicion=en disidencia|tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
342_p1412::2,342_p1412,Maqueda,B,,0,mayoria,,,
342_p1412::3,342_p1412,Lorenzetti,B,,0,mayoria,,,
342_p1412::4,342_p1412,Rosatti,B,,0,mayoria,,,
342_p1456::0,342_p1456,Rosenkrantz,A,,0,en disidencia,B,False,
342_p1456::1,342_p1456,Highton de Nolasco,A,,0,mayoria,,,
342_p1456::2,342_p1456,Maqueda,A,,0,mayoria,,,
342_p1456::3,342_p1456,Lorenzetti,A,,0,mayoria,,,
342_p1456::4,342_p1456,Rosatti,A,,0,mayoria,,,
342_p1483::0,342_p1483,Rosenkrantz,A,,0,mayoria,,,
342_p1483::1,342_p1483,Highton de Nolasco,A,,0,mayoria,,,
342_p1548::0,342_p1548,Rosenkrantz,A,,0,mayoria,,,
342_p1548::1,342_p1548,Highton de Nolasco,A,,0,mayoria,,,
342_p1548::2,342_p1548,Maqueda,A,,0,mayoria,,,
342_p1548::3,342_p1548,Lorenzetti,A,,0,mayoria,,,
342_p1548::4,342_p1548,Rosatti,A,,0,mayoria,,,
342_p1589::0,342_p1589,Rosenkrantz,A,,0,mayoria,,,
342_p1589::1,342_p1589,Highton de Nolasco,A,,0,mayoria,,,
342_p1589::2,342_p1589,Maqueda,A,,0,mayoria,,,
342_p1589::3,342_p1589,Lorenzetti,A,,0,mayoria,,,
342_p1589::4,342_p1589,Rosatti,A,,0,mayoria,,,
342_p1625::0,342_p1625,Highton de Nolasco,A,,0,mayoria,,,
342_p1625::1,342_p1625,Maqueda,A,,0,mayoria,,,
342_p1625::2,342_p1625,Lorenzetti,A,,0,mayoria,,,
342_p1625::3,342_p1625,Rosatti,A,,0,mayoria,,,
342_p1747::0,342_p1747,Rosenkrantz,A,,0,mayoria,,,
342_p1747::1,342_p1747,Highton de Nolasco,A,,0,mayoria,,,
342_p1747::2,342_p1747,Maqueda,A,,0,mayoria,,,
342_p1747::3,342_p1747,Lorenzetti,A,,0,mayoria,,,
342_p1747::4,342_p1747,Rosatti,A,,0,mayoria,,,
342_p1763::0,342_p1763,Rosenkrantz,B,,0,mayoria,,,
342_p1763::1,342_p1763,Highton de Nolasco,B,tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
342_p1763::2,342_p1763,Maqueda,B,,0,mayoria,,,
342_p1763::3,342_p1763,Lorenzetti,B,,0,en disidencia,,,
342_p1763::4,342_p1763,Rosatti,B,,0,mayoria,,,
342_p1777::0,342_p1777,Rosenkrantz,B,,0,mayoria,,,
342_p1777::1,342_p1777,Highton de Nolasco,B,,0,mayoria,,,
342_p1777::2,342_p1777,Maqueda,B,,0,en disidencia,D,True,dispositivo
342_p1777::3,342_p1777,Lorenzetti,B,tipo_voto_sep=D|fragmenta_ratio=True|punto_divergencia=dispositivo,0,en disidencia,D,True,dispositivo
342_p1777::4,342_p1777,Rosatti,B,,0,según su voto,D,True,dispositivo
342_p208::0,342_p208,Maqueda,A,,0,mayoria,,,
342_p208::1,342_p208,Lorenzetti,A,,0,mayoria,,,
342_p208::2,342_p208,Rosatti,A,,0,mayoria,,,
342_p2083::0,342_p2083,Rosenkrantz,A,,0,mayoria,,,
342_p2083::1,342_p2083,Highton de Nolasco,A,,0,mayoria,,,
342_p2083::2,342_p2083,Maqueda,A,,0,mayoria,,,
342_p2083::3,342_p2083,Lorenzetti,A,,0,mayoria,,,
342_p2083::4,342_p2083,Rosatti,A,,0,según su voto,indeterminado,False,
342_p2136::0,342_p2136,Rosenkrantz,A,,0,en disidencia,C,parcial,considerando 2
342_p2136::1,342_p2136,Highton de Nolasco,A,,0,mayoria,,,
342_p2136::2,342_p2136,Maqueda,A,,0,mayoria,,,
342_p2136::3,342_p2136,Lorenzetti,A,,0,mayoria,,,
342_p2136::4,342_p2136,Rosatti,A,,0,mayoria,,,
342_p2256::0,342_p2256,Rosenkrantz,B,,0,en disidencia,C,parcial,considerando 2
342_p2256::1,342_p2256,Highton de Nolasco,B,tipo_voto_sep=C|fragmenta_ratio=parcial|punto_divergencia=considerando 2,0,en disidencia,C,parcial,considerando 2
342_p2256::2,342_p2256,Maqueda,B,,0,mayoria,,,
342_p2256::3,342_p2256,Lorenzetti,B,,0,mayoria,,,
342_p2256::4,342_p2256,Rosatti,B,,0,mayoria,,,
342_p2317::0,342_p2317,Rosenkrantz,A,,0,mayoria,,,
342_p2317::1,342_p2317,Highton de Nolasco,A,,0,mayoria,,,
342_p2317::2,342_p2317,Maqueda,A,,0,mayoria,,,
342_p2317::3,342_p2317,Lorenzetti,A,,0,mayoria,,,
342_p2317::4,342_p2317,Rosatti,A,,0,mayoria,,,
342_p2362::0,342_p2362,Rosenkrantz,B,,0,según su voto,D,True,dispositivo
342_p2362::1,342_p2362,Highton de Nolasco,B,,0,mayoria,,,
342_p2362::2,342_p2362,Maqueda,B,tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
342_p2362::3,342_p2362,Lorenzetti,B,,0,mayoria,,,
342_p2362::4,342_p2362,Rosatti,B,,0,mayoria,,,
342_p2399::0,342_p2399,Rosenkrantz,A,,0,mayoria,,,
342_p2399::1,342_p2399,Highton de Nolasco,A,,0,mayoria,,,
342_p2399::2,342_p2399,Maqueda,A,,0,mayoria,,,
342_p2399::3,342_p2399,Lorenzetti,A,,0,mayoria,,,
342_p2399::4,342_p2399,Rosatti,A,,0,en disidencia,indeterminado,False,
342_p507::0,342_p507,Rosenkrantz,A,,0,mayoria,,,
342_p507::1,342_p507,Highton de Nolasco,A,,0,mayoria,,,
342_p507::2,342_p507,Lorenzetti,A,,0,mayoria,,,
342_p507::3,342_p507,Rosatti,A,,0,mayoria,,,
342_p609::0,342_p609,Rosenkrantz,A,,0,según su voto,indeterminado,False,
342_p609::1,342_p609,Highton de Nolasco,A,,0,mayoria,,,
342_p609::2,342_p609,Maqueda,A,,0,mayoria,,,
342_p609::3,342_p609,Lorenzetti,A,,0,mayoria,,,
342_p609::4,342_p609,Rosatti,A,,0,en disidencia,D,True,dispositivo
342_p685::0,342_p685,Rosenkrantz,A,,0,mayoria,,,
342_p685::1,342_p685,Maqueda,A,,0,mayoria,,,
342_p685::2,342_p685,Lorenzetti,A,,0,mayoria,,,
342_p824::0,342_p824,Rosenkrantz,A,,0,mayoria,,,
342_p824::1,342_p824,Highton de Nolasco,A,,0,mayoria,,,
342_p824::2,342_p824,Maqueda,A,,0,mayoria,,,
342_p824::3,342_p824,Lorenzetti,A,,0,mayoria,,,
342_p824::4,342_p824,Rosatti,A,,0,mayoria,,,
342_p881::0,342_p881,Rosenkrantz,A,,0,mayoria,,,
342_p881::1,342_p881,Highton de Nolasco,A,,1,mayoria,,,
342_p881::2,342_p881,Maqueda,A,,0,mayoria,,,
342_p881::3,342_p881,Lorenzetti,A,,0,mayoria,,,
342_p881::4,342_p881,Rosatti,A,,0,mayoria,,,
342_p903::0,342_p903,Rosenkrantz,B,tipo_voto_sep=C|fragmenta_ratio=parcial|punto_divergencia=considerando 2,0,según su voto,C,parcial,considerando 2
342_p903::1,342_p903,Highton de Nolasco,B,,0,mayoria,,,
342_p903::2,342_p903,Maqueda,B,,0,mayoria,,,
342_p903::3,342_p903,Rosatti,B,,0,mayoria,,,
342_p969::0,342_p969,Rosenkrantz,A,,0,mayoria,,,
342_p969::1,342_p969,Highton de Nolasco,A,,0,mayoria,,,
342_p969::2,342_p969,Maqueda,A,,0,mayoria,,,
342_p969::3,342_p969,Rosatti,A,,1,en disidencia,B,False,
342_p98::0,342_p98,Rosenkrantz,A,,0,mayoria,,,
342_p98::1,342_p98,Highton de Nolasco,A,,0,mayoria,,,
342_p98::2,342_p98,Maqueda,A,,0,mayoria,,,
342_p98::3,342_p98,Lorenzetti,A,,0,mayoria,,,
342_p98::4,342_p98,Rosatti,A,,0,mayoria,,,
343_p1181::0,343_p1181,Rosenkrantz,A,,0,mayoria,,,
343_p1181::1,343_p1181,Highton de Nolasco,A,,0,mayoria,,,
343_p1181::2,343_p1181,Maqueda,A,,0,mayoria,,,
343_p1181::3,343_p1181,Lorenzetti,A,,0,mayoria,,,
343_p1181::4,343_p1181,Rosatti,A,,0,mayoria,,,
343_p1218::0,343_p1218,Rosenkrantz,B,posicion=según su voto|tipo_voto_sep=A|fragmenta_ratio=False|punto_divergencia=VACIO,0,según su voto,A,False,
343_p1218::1,343_p1218,Highton de Nolasco,B,,0,mayoria,,,
343_p1218::2,343_p1218,Maqueda,B,,0,mayoria,,,
343_p1218::3,343_p1218,Lorenzetti,B,,0,mayoria,,,
343_p1218::4,343_p1218,Rosatti,B,,0,en disidencia,indeterminado,False,
343_p1233::0,343_p1233,Maqueda,A,,0,mayoria,,,
343_p1233::1,343_p1233,Lorenzetti,A,,0,mayoria,,,
343_p1233::2,343_p1233,Rosatti,A,,0,mayoria,,,
343_p1237::0,343_p1237,Maqueda,A,,0,mayoria,,,
343_p1237::1,343_p1237,Lorenzetti,A,,0,mayoria,,,
343_p1237::2,343_p1237,Rosatti,A,,0,mayoria,,,
343_p1254::0,343_p1254,Rosenkrantz,A,,0,en disidencia,indeterminado,False,
343_p1254::1,343_p1254,Highton de Nolasco,A,,1,en disidencia,,,
343_p1254::2,343_p1254,Maqueda,A,,0,mayoria,,,
343_p1254::3,343_p1254,Lorenzetti,A,,0,mayoria,,,
343_p1254::4,343_p1254,Rosatti,A,,0,mayoria,,,
343_p1319::0,343_p1319,Rosenkrantz,A,,0,mayoria,,,
343_p1319::1,343_p1319,Highton de Nolasco,A,,0,mayoria,,,
343_p1319::2,343_p1319,Lorenzetti,A,,0,mayoria,,,
343_p1319::3,343_p1319,Rosatti,A,,0,mayoria,,,
343_p1352::0,343_p1352,Rosenkrantz,B,posicion=en disidencia|tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
343_p1352::1,343_p1352,Highton de Nolasco,B,,0,mayoria,,,
343_p1352::2,343_p1352,Maqueda,B,,0,mayoria,,,
343_p1352::3,343_p1352,Lorenzetti,B,,0,en disidencia,,,
343_p1352::4,343_p1352,Rosatti,B,,0,mayoria,,,
343_p1388::0,343_p1388,Maqueda,A,,0,mayoria,,,
343_p1388::1,343_p1388,Lorenzetti,A,,0,mayoria,,,
343_p1388::2,343_p1388,Rosatti,A,,0,mayoria,,,
343_p1447::0,343_p1447,Rosenkrantz,B,,0,según su voto,indeterminado,False,
343_p1447::1,343_p1447,Highton de Nolasco,B,,0,mayoria,,,
343_p1447::2,343_p1447,Maqueda,B,,0,mayoria,,,
343_p1447::3,343_p1447,Lorenzetti,B,posicion=según su voto|tipo_voto_sep=indeterminado|fragmenta_ratio=False|punto_divergencia=VACIO,0,según su voto,indeterminado,False,
343_p1447::4,343_p1447,Rosatti,B,,0,mayoria,,,
343_p1617::0,343_p1617,Rosenkrantz,A,,0,mayoria,,,
343_p1617::1,343_p1617,Highton de Nolasco,A,,0,mayoria,,,
343_p1617::2,343_p1617,Maqueda,A,,0,mayoria,,,
343_p1617::3,343_p1617,Lorenzetti,A,,0,mayoria,,,
343_p1617::4,343_p1617,Rosatti,A,,0,mayoria,,,
343_p1620::0,343_p1620,Highton de Nolasco,A,,0,mayoria,,,
343_p1620::1,343_p1620,Maqueda,A,,0,mayoria,,,
343_p1620::2,343_p1620,Lorenzetti,A,,0,mayoria,,,
343_p1620::3,343_p1620,Rosatti,A,,0,mayoria,,,
343_p1688::0,343_p1688,Rosenkrantz,A,,0,mayoria,,,
343_p1688::1,343_p1688,Highton de Nolasco,A,,0,mayoria,,,
343_p1688::2,343_p1688,Maqueda,A,,0,según su voto,,,
343_p1688::3,343_p1688,Lorenzetti,A,,0,mayoria,,,
343_p1688::4,343_p1688,Rosatti,A,,0,según su voto,D,True,dispositivo
343_p1750::0,343_p1750,Rosenkrantz,A,,1,mayoria,,,
343_p1750::1,343_p1750,Highton de Nolasco,A,,0,mayoria,,,
343_p1854::0,343_p1854,Rosenkrantz,B,punto_divergencia=considerando 5,0,según su voto,C,parcial,considerando 5
343_p1854::1,343_p1854,Highton de Nolasco,B,,0,mayoria,,,
343_p1854::2,343_p1854,Maqueda,B,,0,mayoria,,,
343_p1854::3,343_p1854,Rosatti,B,,0,mayoria,,,
343_p1871::0,343_p1871,Rosenkrantz,A,,0,mayoria,,,
343_p1871::1,343_p1871,Highton de Nolasco,A,,0,mayoria,,,
343_p1871::2,343_p1871,Maqueda,A,,0,en disidencia,,,
343_p1871::3,343_p1871,Lorenzetti,A,,0,mayoria,,,
343_p1871::4,343_p1871,Rosatti,A,,0,en disidencia,D,True,dispositivo
343_p1944::0,343_p1944,Rosenkrantz,A,,0,según su voto,indeterminado,False,
343_p1944::1,343_p1944,Highton de Nolasco,A,,0,mayoria,,,
343_p1944::2,343_p1944,Maqueda,A,,0,mayoria,,,
343_p1944::3,343_p1944,Lorenzetti,A,,0,mayoria,,,
343_p2006::0,343_p2006,Rosenkrantz,A,,0,mayoria,,,
343_p2006::1,343_p2006,Highton de Nolasco,A,,0,mayoria,,,
343_p2006::2,343_p2006,Maqueda,A,,0,mayoria,,,
343_p2006::3,343_p2006,Lorenzetti,A,,0,mayoria,,,
343_p2098::0,343_p2098,Rosenkrantz,B,tipo_voto_sep=D|fragmenta_ratio=True|punto_divergencia=dispositivo,0,según su voto,D,True,dispositivo
343_p2098::1,343_p2098,Highton de Nolasco,B,,0,mayoria,,,
343_p2098::2,343_p2098,Maqueda,B,,0,mayoria,,,
343_p2098::3,343_p2098,Rosatti,B,,0,mayoria,,,
343_p2255::0,343_p2255,Rosenkrantz,B,tipo_voto_sep=A|fragmenta_ratio=False|punto_divergencia=VACIO,0,según su voto,A,False,
343_p2255::1,343_p2255,Highton de Nolasco,B,,0,según su voto,,,
343_p2255::2,343_p2255,Maqueda,B,,0,mayoria,,,
343_p2255::3,343_p2255,Lorenzetti,B,,0,mayoria,,,
343_p2255::4,343_p2255,Rosatti,B,,0,mayoria,,,
343_p2280::0,343_p2280,Rosenkrantz,A,,0,según su voto,D,True,dispositivo
343_p2280::1,343_p2280,Maqueda,A,,0,mayoria,,,
343_p2280::2,343_p2280,Lorenzetti,A,,0,mayoria,,,
343_p2280::3,343_p2280,Rosatti,A,,0,mayoria,,,
343_p396::0,343_p396,Rosenkrantz,B,,0,en disidencia,indeterminado,False,
343_p396::1,343_p396,Highton de Nolasco,B,,0,en disidencia,,,
343_p396::2,343_p396,Maqueda,B,,0,mayoria,,,
343_p396::3,343_p396,Lorenzetti,B,,0,mayoria,,,
343_p396::4,343_p396,Rosatti,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
343_p412::0,343_p412,Rosenkrantz,A,,0,según su voto,indeterminado,False,
343_p412::1,343_p412,Highton de Nolasco,A,,0,mayoria,,,
343_p412::2,343_p412,Maqueda,A,,0,mayoria,,,
343_p412::3,343_p412,Lorenzetti,A,,0,mayoria,,,
343_p412::4,343_p412,Rosatti,A,,0,mayoria,,,
343_p473::0,343_p473,Highton de Nolasco,A,,0,mayoria,,,
343_p473::1,343_p473,Maqueda,A,,0,mayoria,,,
343_p473::2,343_p473,Lorenzetti,A,,0,mayoria,,,
343_p473::3,343_p473,Rosatti,A,,0,mayoria,,,
343_p55::0,343_p55,Rosenkrantz,A,,0,en disidencia,B,False,
343_p55::1,343_p55,Highton de Nolasco,A,,0,en disidencia,,,
343_p55::2,343_p55,Maqueda,A,,0,mayoria,,,
343_p55::3,343_p55,Lorenzetti,A,,1,mayoria,,,
343_p55::4,343_p55,Rosatti,A,,0,mayoria,,,
343_p580::0,343_p580,Rosenkrantz,A,,0,mayoria,,,
343_p580::1,343_p580,Highton de Nolasco,A,,0,mayoria,,,
343_p580::2,343_p580,Maqueda,A,,0,según su voto,,,
343_p580::3,343_p580,Rosatti,A,,0,según su voto,D,True,dispositivo
343_p60::0,343_p60,Highton de Nolasco,B,tipo_voto_sep=B|fragmenta_ratio=False|punto_divergencia=VACIO,0,en disidencia,B,False,
343_p60::1,343_p60,Maqueda,B,,1,mayoria,,,
343_p60::2,343_p60,Lorenzetti,B,,0,mayoria,,,
343_p60::3,343_p60,Rosatti,B,,0,mayoria,,,
343_p625::0,343_p625,Highton de Nolasco,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
343_p625::1,343_p625,Maqueda,B,,0,mayoria,,,
343_p625::2,343_p625,Lorenzetti,B,,0,mayoria,,,
343_p625::3,343_p625,Rosatti,B,,0,según su voto,D,True,dispositivo
343_p646::0,343_p646,Rosenkrantz,A,,0,mayoria,,,
343_p646::1,343_p646,Highton de Nolasco,A,,0,mayoria,,,
343_p646::2,343_p646,Maqueda,A,,0,mayoria,,,
343_p646::3,343_p646,Lorenzetti,A,,0,mayoria,,,
343_p646::4,343_p646,Rosatti,A,,0,mayoria,,,
343_p656::0,343_p656,Rosenkrantz,B,tipo_voto_sep=A|fragmenta_ratio=False|punto_divergencia=VACIO,0,según su voto,A,False,
343_p656::1,343_p656,Highton de Nolasco,B,,0,mayoria,,,
343_p656::2,343_p656,Maqueda,B,,0,mayoria,,,
343_p656::3,343_p656,Lorenzetti,B,,0,mayoria,,,
343_p656::4,343_p656,Rosatti,B,,0,mayoria,,,
343_p702::0,343_p702,Rosenkrantz,A,,0,mayoria,,,
343_p702::1,343_p702,Highton de Nolasco,A,,0,mayoria,,,
343_p702::2,343_p702,Maqueda,A,,0,mayoria,,,
343_p702::3,343_p702,Lorenzetti,A,,0,mayoria,,,
343_p702::4,343_p702,Rosatti,A,,0,mayoria,,,
343_p819::0,343_p819,Rosenkrantz,B,,0,en disidencia,D,True,dispositivo
343_p819::1,343_p819,Highton de Nolasco,B,,0,mayoria,,,
343_p819::2,343_p819,Maqueda,B,,0,en disidencia,,,
343_p819::3,343_p819,Lorenzetti,B,,0,mayoria,,,
343_p819::4,343_p819,Rosatti,B,posicion=mayoria|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,mayoria,,,
343_p919::0,343_p919,Rosenkrantz,A,,0,según su voto,B,False,
343_p919::1,343_p919,Highton de Nolasco,A,,0,en disidencia,indeterminado,False,
343_p919::2,343_p919,Maqueda,A,,0,mayoria,,,
343_p919::3,343_p919,Lorenzetti,A,,0,mayoria,,,
343_p919::4,343_p919,Rosatti,A,,0,mayoria,,,
343_p967::0,343_p967,Rosenkrantz,A,,0,mayoria,,,
343_p967::1,343_p967,Maqueda,A,,0,mayoria,,,
343_p967::2,343_p967,Lorenzetti,A,,0,mayoria,,,
344_p1253::0,344_p1253,Rosenkrantz,B,tipo_voto_sep=E|fragmenta_ratio=parcial|punto_divergencia=dispositivo,0,en disidencia,E,parcial,dispositivo
344_p1253::1,344_p1253,Highton de Nolasco,B,,0,en disidencia,,,
344_p1253::2,344_p1253,Maqueda,B,,0,mayoria,,,
344_p1253::3,344_p1253,Lorenzetti,B,,1,mayoria,,,
344_p1253::4,344_p1253,Rosatti,B,,0,mayoria,,,
344_p1283::0,344_p1283,Rosenkrantz,A,,0,mayoria,,,
344_p1283::1,344_p1283,Highton de Nolasco,A,,0,mayoria,,,
344_p1283::2,344_p1283,Maqueda,A,,0,mayoria,,,
344_p1283::3,344_p1283,Lorenzetti,A,,0,mayoria,,,
344_p1283::4,344_p1283,Rosatti,A,,0,mayoria,,,
344_p1335::0,344_p1335,Rosenkrantz,A,,0,mayoria,,,
344_p1335::1,344_p1335,Highton de Nolasco,A,,0,mayoria,,,
344_p1335::2,344_p1335,Maqueda,A,,0,mayoria,,,
344_p1335::3,344_p1335,Lorenzetti,A,,0,mayoria,,,
344_p1335::4,344_p1335,Rosatti,A,,0,mayoria,,,
344_p1360::0,344_p1360,Rosenkrantz,A,,0,mayoria,,,
344_p1360::1,344_p1360,Highton de Nolasco,A,,0,mayoria,,,
344_p1360::2,344_p1360,Maqueda,A,,0,mayoria,,,
344_p1360::3,344_p1360,Lorenzetti,A,,0,mayoria,,,
344_p1360::4,344_p1360,Rosatti,A,,0,mayoria,,,
344_p1374::0,344_p1374,Rosenkrantz,A,,0,mayoria,,,
344_p1374::1,344_p1374,Highton de Nolasco,A,,0,mayoria,,,
344_p1374::2,344_p1374,Maqueda,A,,0,mayoria,,,
344_p1374::3,344_p1374,Lorenzetti,A,,0,mayoria,,,
344_p1374::4,344_p1374,Rosatti,A,,0,mayoria,,,
344_p1435::0,344_p1435,Rosenkrantz,A,,0,mayoria,,,
344_p1435::1,344_p1435,Highton de Nolasco,A,,0,mayoria,,,
344_p1435::2,344_p1435,Maqueda,A,,0,mayoria,,,
344_p1435::3,344_p1435,Lorenzetti,A,,0,mayoria,,,
344_p1435::4,344_p1435,Rosatti,A,,0,mayoria,,,
344_p1438::0,344_p1438,Highton de Nolasco,A,,0,en disidencia,A,False,
344_p1438::1,344_p1438,Maqueda,A,,0,mayoria,,,
344_p1438::2,344_p1438,Lorenzetti,A,,0,mayoria,,,
344_p1438::3,344_p1438,Rosatti,A,,0,mayoria,,,
344_p1442::0,344_p1442,Rosenkrantz,A,,0,mayoria,,,
344_p1442::1,344_p1442,Highton de Nolasco,A,,0,mayoria,,,
344_p1442::2,344_p1442,Maqueda,A,,0,mayoria,,,
344_p1442::3,344_p1442,Lorenzetti,A,,0,mayoria,,,
344_p1442::4,344_p1442,Rosatti,A,,0,mayoria,,,
344_p1481::0,344_p1481,Rosenkrantz,A,,0,mayoria,,,
344_p1481::1,344_p1481,Highton de Nolasco,A,,0,mayoria,,,
344_p1481::2,344_p1481,Maqueda,A,,0,en disidencia,,,
344_p1481::3,344_p1481,Lorenzetti,A,,0,en disidencia,D,True,dispositivo
344_p1481::4,344_p1481,Rosatti,A,,0,mayoria,,,
344_p1557::0,344_p1557,Highton de Nolasco,A,,0,mayoria,,,
344_p1557::1,344_p1557,Lorenzetti,A,,0,según su voto,,,
344_p161::0,344_p161,Rosenkrantz,A,,0,mayoria,,,
344_p161::1,344_p161,Highton de Nolasco,A,,0,mayoria,,,
344_p161::2,344_p161,Maqueda,A,,0,mayoria,,,
344_p161::3,344_p161,Lorenzetti,A,,0,mayoria,,,
344_p161::4,344_p161,Rosatti,A,,0,mayoria,,,
344_p1785::0,344_p1785,Rosenkrantz,A,,0,mayoria,,,
344_p1785::1,344_p1785,Highton de Nolasco,A,,0,mayoria,,,
344_p1785::2,344_p1785,Maqueda,A,,0,mayoria,,,
344_p1785::3,344_p1785,Lorenzetti,A,,0,mayoria,,,
344_p1785::4,344_p1785,Rosatti,A,,0,mayoria,,,
344_p1835::0,344_p1835,Highton de Nolasco,A,,0,mayoria,,,
344_p1835::1,344_p1835,Maqueda,A,,0,mayoria,,,
344_p1835::2,344_p1835,Lorenzetti,A,,0,mayoria,,,
344_p1835::3,344_p1835,Rosatti,A,,0,mayoria,,,
344_p1857::0,344_p1857,Rosenkrantz,B,,0,mayoria,,,
344_p1857::1,344_p1857,Highton de Nolasco,B,,0,mayoria,,,
344_p1857::2,344_p1857,Maqueda,B,posicion=según su voto|tipo_voto_sep=VACIO|fragmenta_ratio=VACIO|punto_divergencia=VACIO,0,según su voto,,,
344_p1857::3,344_p1857,Lorenzetti,B,,0,según su voto,D,True,dispositivo
344_p1904::0,344_p1904,Highton de Nolasco,A,,0,mayoria,,,
344_p1904::1,344_p1904,Maqueda,A,,0,mayoria,,,
344_p1904::2,344_p1904,Lorenzetti,A,,0,mayoria,,,
344_p1904::3,344_p1904,Rosatti,A,,0,mayoria,,,
344_p2086::0,344_p2086,Rosenkrantz,B,tipo_voto_sep=C|fragmenta_ratio=parcial|punto_divergencia=considerando 2,0,en disidencia,C,parcial,considerando 2
344_p2086::1,344_p2086,Highton de Nolasco,B,,0,mayoria,,,
344_p2086::2,344_p2086,Maqueda,B,,0,mayoria,,,
344_p2086::3,344_p2086,Lorenzetti,B,,0,mayoria,,,
344_p2086::4,344_p2086,Rosatti,B,tipo_voto_sep=C|fragmenta_ratio=parcial|punto_divergencia=considerando 2,0,según su voto,C,parcial,considerando 2
344_p2172::0,344_p2172,Rosenkrantz,A,,0,en disidencia,B,False,
344_p2172::1,344_p2172,Highton de Nolasco,A,,0,mayoria,,,
344_p2172::2,344_p2172,Maqueda,A,,0,mayoria,,,
344_p2172::3,344_p2172,Rosatti,A,,0,mayoria,,,
344_p2393::0,344_p2393,Rosenkrantz,A,,0,mayoria,,,
344_p2393::1,344_p2393,Highton de Nolasco,A,,0,mayoria,,,
